osmid,speed_kmh
205603038,30.0
205603041,30.0
205606344,20.0
205631153,30.0
205631154,30.0
205631155,30.0
205631156,30.0
205631157,30.0
205631158,30.0
205631159,30.0
205742000,30.0
205742001,30.0
205742002,25.0
205742003,25.0
205742004,30.0
205742006,45.0
205742007,45.0
205742008,30.0
205742009,25.0
205742010,45.0
205742011,45.0
205742012,30.0
205742013,30.0
205742014,30.0
205742015,30.0
205742016,30.0
205742017,45.0
205742018,30.0
205742020,45.0
205742021,45.0
205742022,30.0
205742023,30.0
205742024,45.0
205744834,30.0
205744835,30.0
205744836,30.0
205745627,30.0
205766943,50.0
205766946,50.0
205766949,30.0
206071653,25.0
206071654,25.0
206071655,25.0
206074238,30.0
206074242,25.0
206074243,30.0
206074247,40.0
206074254,30.0
206074256,30.0
206074260,25.0
206074268,30.0
206074269,30.0
206074276,30.0
206074277,30.0
206074281,40.0
206074283,30.0
206074285,25.0
206074286,30.0
206074287,20.0
206074288,20.0
206074289,30.0
206074291,30.0
206074292,30.0
206074293,30.0
206076496,30.0
206076497,40.0
206076498,25.0
206076499,40.0
206076500,30.0
206076501,30.0
206076502,30.0
206076503,30.0
206076504,30.0
206076505,30.0
206076506,30.0
206076507,30.0
206076508,30.0
206076509,20.0
206076510,30.0
206076511,30.0
206076512,30.0
206076513,30.0
206076515,30.0
206076516,40.0
206076517,30.0
206076518,30.0
206076519,25.0
206076520,30.0
206076521,30.0
206076522,30.0
206076523,30.0
206104655,50.0
206104681,30.0
206104682,30.0
206104684,30.0
206104686,30.0
206104688,40.0
206104689,30.0
206104691,30.0
206104692,30.0
206104693,30.0
206104694,30.0
206104696,30.0
206104697,30.0
206104698,30.0
206104699,30.0
206104700,30.0
206104701,40.0
206104702,30.0
206104703,30.0
206108427,30.0
206108428,45.0
206108429,45.0
206108430,30.0
206108431,30.0
206108432,30.0
206108434,45.0
206108435,45.0
206108436,50.0
206108438,30.0
206108439,30.0
206108440,50.0
206108441,50.0
206280902,30.0
206280903,30.0
206524338,30.0
206524339,30.0
206524340,30.0
206524341,30.0
206524342,30.0
206524343,30.0
206524344,30.0
206524345,30.0
206524346,30.0
206524347,30.0
206524348,30.0
206524349,30.0
206524350,30.0
206524351,30.0
206629793,30.0
206629794,30.0
206629795,30.0
206629796,30.0
206629797,30.0
206629798,30.0
206629799,30.0
206629800,30.0
206638097,30.0
206638098,30.0
206638099,30.0
206638100,30.0
206638101,30.0
206638102,30.0
206663203,30.0
206663204,30.0
206663205,30.0
206663206,30.0
206663207,30.0
206663208,30.0
206663209,30.0
206663210,30.0
206663211,30.0
206663212,30.0
206663214,30.0
206663215,30.0
206800435,20.0
206800436,30.0
206800437,20.0
206800438,30.0
206812437,30.0
206812439,24.0
206812440,30.0
206812441,30.0
206812442,30.0
206812443,30.0
206812444,30.0
206812446,30.0
206812447,30.0
206812448,30.0
206812449,30.0
206812451,30.0
206812452,30.0
206812453,24.0
206812454,30.0
206812455,30.0
206841730,30.0
206841731,30.0
206841732,30.0
206841733,30.0
206841734,30.0
206841735,30.0
206841736,30.0
206841738,30.0
206841739,30.0
206841740,30.0
206841741,30.0
206841742,30.0
206841743,30.0
206841744,30.0
206865898,30.0
206865899,30.0
206865900,30.0
206865901,30.0
206865903,30.0
206865904,30.0
206865905,30.0
207180809,30.0
207180810,30.0
207180811,30.0
207180812,30.0
207180813,30.0
207180814,30.0
207180815,30.0
207180816,30.0
207180817,30.0
207180818,30.0
207180819,30.0
207180820,30.0
207180821,30.0
207180822,30.0
207180823,30.0
207180824,30.0
207180825,30.0
207180826,30.0
207180827,30.0
207180828,30.0
207180829,30.0
207180830,30.0
207180831,30.0
207180832,30.0
207180833,30.0
207180834,30.0
207180835,30.0
207180836,30.0
207180837,30.0
207180838,30.0
207180839,30.0
207180840,30.0
207180841,30.0
207180842,30.0
207180843,30.0
207180845,30.0
207180846,30.0
207180847,30.0
207180848,30.0
207180849,30.0
207180850,30.0
207180851,30.0
207180852,30.0
207180853,30.0
207180854,30.0
207180855,30.0
207180856,30.0
207180857,30.0
207180858,20.0
207180859,30.0
207180860,30.0
207180861,30.0
207180862,30.0
207180863,30.0
207180864,30.0
207180865,30.0
207180866,30.0
207181691,40.0
207181692,25.0
207181694,30.0
207181695,30.0
207181696,30.0
207181697,30.0
207322489,30.0
207322490,30.0
207322491,30.0
207322493,30.0
207322494,30.0
207322495,30.0
207322496,30.0
207322497,30.0
207322498,30.0
207322499,30.0
207322501,50.0
207322502,30.0
207322503,50.0
207322504,30.0
207322505,30.0
207322506,30.0
207322507,30.0
207322508,30.0
207328454,30.0
207328455,30.0
207328456,30.0
207328457,30.0
207328458,30.0
207342707,30.0
207342708,30.0
207342709,25.0
207342710,30.0
207702716,30.0
207702718,30.0
207702719,30.0
207702720,30.0
207702721,30.0
207702722,30.0
207702723,30.0
207702724,30.0
207702726,30.0
207702727,30.0
207702728,30.0
207702729,30.0
207702730,30.0
207702731,30.0
207702733,30.0
207710756,30.0
207710757,50.0
207710758,50.0
207710759,50.0
207710760,50.0
207710761,50.0
207710762,50.0
207710763,50.0
207710764,50.0
207710765,50.0
207710766,50.0
207718359,40.0
207718360,40.0
207718363,30.0
207718365,25.0
207718366,30.0
207718367,30.0
207718368,30.0
207718370,30.0
207720633,30.0
207720634,30.0
207741148,30.0
207741149,30.0
207742282,30.0
207742283,30.0
207742284,30.0
207742285,30.0
207742286,30.0
207757326,30.0
207757327,24.0
207757328,30.0
207757329,30.0
207757330,30.0
207757331,30.0
207757332,30.0
207757333,30.0
207757336,24.0
207757337,30.0
207757338,30.0
207757339,30.0
207757341,30.0
207757342,30.0
207757343,30.0
207757344,30.0
207757345,30.0
207757346,30.0
207757348,30.0
207757349,30.0
207757350,30.0
207757352,20.0
207757353,30.0
207757354,30.0
207757355,30.0
207757356,30.0
207757357,30.0
207757358,30.0
207757359,30.0
207757361,30.0
208244068,30.0
208244069,30.0
208244070,30.0
208244071,30.0
208244072,30.0
208244073,30.0
208244074,30.0
208244075,30.0
208244076,30.0
208244077,30.0
208244078,30.0
208244079,30.0
208244080,30.0
208244081,30.0
208244082,30.0
208244083,30.0
208244084,30.0
208244085,30.0
208244086,30.0
208244087,30.0
208244088,30.0
208244089,30.0
208244090,30.0
208244091,30.0
208244092,30.0
208244093,30.0
208244094,30.0
208244095,30.0
208244096,30.0
208244097,30.0
208386540,30.0
208386541,30.0
208386542,30.0
208386543,30.0
208426078,30.0
208426079,30.0
208426080,30.0
208426081,30.0
208426082,30.0
208426083,30.0
208426084,30.0
208426085,30.0
208426086,30.0
208426087,30.0
208713940,50.0
208713943,50.0
208713946,50.0
208713948,50.0
208713952,50.0
208713957,50.0
208713959,50.0
208713960,50.0
208713961,30.0
208713963,30.0
208713965,30.0
208713968,30.0
208713970,30.0
208713973,30.0
208713978,45.0
208713981,45.0
208713986,30.0
208713987,30.0
208713988,30.0
208713990,30.0
208713993,30.0
208713995,30.0
209734552,30.0
209734553,30.0
210015491,30.0
210190573,30.0
210190574,30.0
210190575,30.0
210190576,30.0
210190577,30.0
210190578,30.0
210190579,30.0
210190580,30.0
210190581,30.0
210190582,30.0
210190583,30.0
210190584,30.0
210190585,30.0
210190586,30.0
210190588,30.0
210190589,30.0
210190590,30.0
210190591,30.0
210190592,30.0
210190593,30.0
210190594,30.0
210190595,30.0
210190596,30.0
210190599,30.0
210190600,30.0
210190601,30.0
210190602,30.0
210190603,30.0
210190604,30.0
210720230,30.0
210720232,30.0
210720233,30.0
210720234,30.0
210720236,30.0
210720237,30.0
210720239,30.0
210720240,30.0
210720241,30.0
210720243,30.0
210720244,30.0
210720247,30.0
210720249,30.0
210720250,30.0
210767877,30.0
210767878,30.0
210767879,30.0
210767880,30.0
210767881,30.0
210767882,30.0
210767883,30.0
210767884,30.0
210767885,30.0
210767886,30.0
210767887,30.0
210767888,30.0
210767889,30.0
210767890,30.0
210944796,30.0
210944797,30.0
211096040,30.0
211096041,30.0
211096042,30.0
211096043,30.0
211096044,30.0
211135009,30.0
211135010,30.0
211135011,30.0
211135012,30.0
211135013,30.0
211135014,30.0
211135015,30.0
211135017,30.0
211135018,30.0
211135019,30.0
211135020,30.0
211135021,30.0
211135022,30.0
211135023,30.0
211135024,30.0
211135025,30.0
211135026,30.0
211135027,30.0
211135028,30.0
211135029,30.0
211135030,30.0
211135031,30.0
211135032,30.0
211135033,30.0
211135034,30.0
211135036,30.0
211135037,30.0
211135038,30.0
211135039,30.0
211135040,30.0
211283059,30.0
211283061,30.0
211283062,30.0
211283064,30.0
211283066,30.0
211283069,30.0
211283070,30.0
211283074,30.0
211283080,30.0
211283082,30.0
211283084,30.0
211283086,30.0
211427832,30.0
211427834,30.0
211427836,30.0
211427838,30.0
211427839,30.0
211456801,30.0
211456802,30.0
211456803,30.0
211456804,30.0
211456805,30.0
211456806,30.0
211456807,30.0
211456808,30.0
211456809,30.0
211456810,30.0
211474586,30.0
211474587,25.0
211474588,30.0
211474589,30.0
211474590,30.0
211474591,30.0
211474592,30.0
211474593,30.0
211474594,30.0
211474595,30.0
211474596,30.0
211474597,30.0
211474598,30.0
211474599,30.0
211474600,30.0
211474601,30.0
211474602,30.0
211474603,30.0
211474604,30.0
211474605,30.0
211474606,30.0
211474607,30.0
211474608,30.0
211474609,30.0
211474610,30.0
211474611,25.0
211474612,30.0
211474613,30.0
211474614,30.0
211474615,30.0
211474616,30.0
211475154,30.0
211475155,30.0
211475156,30.0
211475157,30.0
211475158,30.0
211475159,30.0
211475160,30.0
211475161,30.0
211475162,30.0
211475163,30.0
211475164,30.0
211475165,30.0
211475166,30.0
211475167,30.0
211476849,30.0
211661977,30.0
211661978,30.0
211661979,30.0
211661980,30.0
211661981,30.0
211661982,30.0
211661983,25.0
211661984,30.0
211661985,30.0
211661986,30.0
211661987,30.0
211661988,30.0
211661990,30.0
211693434,30.0
211693435,30.0
211693436,30.0
211693437,30.0
211693438,30.0
211705881,24.0
211705882,30.0
211705883,30.0
211705884,30.0
211705885,30.0
211705886,30.0
211705887,30.0
211705888,30.0
211705889,30.0
211705890,30.0
211705891,30.0
211705892,30.0
211705893,30.0
211705894,30.0
211705895,30.0
211705896,30.0
211705897,30.0
211705898,30.0
211705899,30.0
211705900,30.0
211705901,30.0
211705902,30.0
211705903,30.0
211705904,30.0
211705905,30.0
211705906,30.0
211705907,30.0
211705908,30.0
211705909,30.0
211705910,30.0
211705911,30.0
211705912,30.0
211705913,30.0
211705914,30.0
211705915,30.0
211705916,30.0
211705917,30.0
211705918,30.0
211705919,30.0
211705920,30.0
211705921,30.0
211705922,30.0
211705923,30.0
211705924,30.0
211705925,30.0
211705926,30.0
211705927,30.0
211705928,30.0
211705929,30.0
211705930,30.0
211705931,30.0
211705932,30.0
211705933,30.0
211705934,30.0
211705935,30.0
211705936,30.0
211705937,30.0
211705938,30.0
211705939,24.0
211715438,30.0
211715439,30.0
211715440,30.0
211715441,30.0
211715442,30.0
211715444,30.0
211715445,30.0
211715446,30.0
211715448,30.0
211715449,45.0
211715450,30.0
211715451,30.0
211715452,30.0
211715453,30.0
211715454,30.0
211715455,30.0
211715456,30.0
211715457,30.0
211715459,30.0
211715460,30.0
211715461,30.0
211715464,30.0
211715466,30.0
211715467,30.0
211715468,30.0
211715469,30.0
211715470,30.0
211715471,30.0
211715472,30.0
211715474,30.0
211715475,30.0
211715477,30.0
211715478,30.0
211715479,30.0
211715480,30.0
211715481,30.0
211715482,30.0
211715483,30.0
211715484,30.0
211715485,30.0
211715486,30.0
211715487,30.0
211715488,30.0
211715489,30.0
211715491,30.0
211715492,30.0
211715493,30.0
211715494,30.0
211715495,30.0
211715496,30.0
211715497,30.0
211715498,30.0
211715499,30.0
211715500,30.0
211715501,30.0
211715502,30.0
211715503,30.0
211715504,30.0
211715506,30.0
211715507,30.0
211715508,30.0
211715509,30.0
211715510,30.0
211715511,30.0
211715512,30.0
211715514,30.0
211715515,30.0
211715516,30.0
211715517,30.0
211715519,30.0
211715521,30.0
211715523,30.0
211715524,30.0
211715526,30.0
211715527,30.0
211715528,30.0
211715529,30.0
211715530,30.0
211715531,30.0
211715532,30.0
211715533,30.0
211715534,30.0
211715535,30.0
211715536,30.0
211715537,30.0
211715538,30.0
211715539,30.0
211715540,30.0
211715541,30.0
211715542,30.0
211715543,30.0
211715545,30.0
211715546,30.0
211715547,30.0
211715548,30.0
211715549,30.0
211715550,30.0
211715551,30.0
211724330,30.0
211724331,30.0
211724332,30.0
211724333,30.0
211724334,30.0
211724335,30.0
211724336,30.0
211724337,30.0
211724338,30.0
211724339,30.0
211724340,30.0
211724341,30.0
211724342,30.0
211724343,30.0
211724344,30.0
211724346,30.0
211724347,30.0
211724348,30.0
211724349,30.0
211724350,30.0
211724351,30.0
211724352,30.0
211724353,30.0
211724354,30.0
211724355,30.0
211724356,30.0
211724357,30.0
211724358,30.0
211724359,30.0
211724361,30.0
211728323,30.0
211728324,30.0
211728326,25.0
211728327,30.0
211728329,25.0
211728330,30.0
211728332,30.0
211728333,30.0
211728335,30.0
211728336,30.0
211728339,30.0
211728341,30.0
211728343,30.0
211728344,30.0
211728346,30.0
211728348,30.0
211728350,30.0
211728351,30.0
211728353,30.0
211728355,30.0
211728356,30.0
211728358,30.0
211728361,30.0
211728364,30.0
211728366,30.0
211728367,30.0
211728368,30.0
211728369,30.0
211728371,30.0
211728372,30.0
211728373,30.0
211728374,30.0
211728375,30.0
211728376,30.0
211728377,30.0
211728378,30.0
211728380,30.0
211728381,30.0
211728382,30.0
211728384,30.0
211728385,30.0
211728386,30.0
211728388,30.0
211728389,30.0
211728390,30.0
211728391,30.0
211731734,30.0
211731735,30.0
211731737,30.0
211731738,30.0
211731739,30.0
211731740,30.0
211731741,30.0
211731742,30.0
211731743,30.0
211731744,30.0
211731746,30.0
211731747,30.0
211731748,30.0
211731749,30.0
211731750,30.0
211731752,30.0
211731753,30.0
211731754,30.0
211731755,30.0
211731757,30.0
211731758,30.0
211731759,30.0
211732582,30.0
211732583,30.0
211732584,30.0
211732585,30.0
211732586,30.0
211732587,30.0
211732588,30.0
211732589,30.0
211734621,30.0
211734622,30.0
211734623,30.0
211734624,30.0
211734625,20.0
211734626,30.0
211734627,30.0
211734628,20.0
211734630,30.0
211734631,30.0
211734632,30.0
211734633,30.0
211734634,30.0
211734635,30.0
211734636,30.0
211734637,30.0
211734638,30.0
211734639,30.0
211740470,30.0
211740475,30.0
211740477,30.0
211740478,30.0
211740480,30.0
211740481,30.0
211740482,30.0
211740483,30.0
211740486,30.0
211740487,30.0
211740489,30.0
211740491,30.0
211740492,30.0
211743601,30.0
211743602,30.0
211743603,20.0
211743604,30.0
211743605,30.0
211743606,30.0
211743607,30.0
211743608,30.0
211743609,30.0
211743610,30.0
211743613,20.0
211743614,30.0
211743616,30.0
211743617,20.0
211743618,30.0
211743620,20.0
211743621,30.0
211743622,30.0
211743623,30.0
211743625,30.0
211743626,30.0
211743627,30.0
211743628,30.0
211743629,30.0
211743630,30.0
211743632,30.0
211743633,30.0
211743634,30.0
211743635,30.0
211743636,20.0
211743637,30.0
211743638,30.0
211743639,30.0
211743640,20.0
211743641,30.0
211748032,30.0
211748033,30.0
211748034,30.0
211748035,30.0
211748036,30.0
211748037,30.0
211748038,30.0
211748039,30.0
211748040,30.0
211748041,30.0
211907317,24.0
211913590,30.0
211913674,30.0
211913691,30.0
211915667,30.0
211915974,30.0
211915975,30.0
211917799,30.0
211922663,30.0
211922665,30.0
211922790,30.0
211922802,30.0
211923311,30.0
211923650,30.0
211923890,30.0
211923891,30.0
211923892,30.0
211924101,30.0
211927326,30.0
211927327,20.0
211927659,30.0
212430511,30.0
212430512,30.0
212430513,30.0
212430514,30.0
212430515,30.0
212430516,30.0
212430517,30.0
212430518,30.0
212430519,30.0
212430520,30.0
212430521,30.0
212430522,30.0
212430523,30.0
212430524,30.0
212430525,30.0
212430526,30.0
212430527,30.0
212430528,30.0
212430529,30.0
212430531,30.0
212430532,30.0
212430533,30.0
212430534,30.0
212430535,30.0
212430536,30.0
212430537,30.0
212430539,30.0
212430540,30.0
212437908,30.0
212437909,30.0
212437910,30.0
212437911,30.0
212437912,30.0
212437913,30.0
212437914,30.0
212437915,30.0
212437917,30.0
212437918,30.0
212437919,30.0
212437920,30.0
212437921,30.0
212437922,30.0
212437923,30.0
212437924,30.0
212437926,30.0
212437927,30.0
212437928,30.0
212437929,30.0
212437930,30.0
212437931,30.0
212437932,30.0
212437934,30.0
212454867,30.0
212454868,30.0
212454869,30.0
212454871,30.0
212454872,30.0
212454873,30.0
212454874,30.0
212454875,30.0
212454876,30.0
212454877,30.0
212454878,30.0
212454880,30.0
212454881,30.0
212454882,30.0
212454883,30.0
212454884,30.0
212454885,30.0
212454886,30.0
212454887,30.0
212454888,30.0
212454889,30.0
212454890,20.0
212454891,30.0
212454892,30.0
212454893,30.0
212454894,30.0
212454895,30.0
212454896,30.0
212454898,30.0
212454899,30.0
212454900,30.0
212454901,30.0
212454902,24.0
212454903,30.0
212454905,30.0
212454906,30.0
212454907,30.0
212454908,30.0
212454909,30.0
212454910,30.0
212454911,30.0
212454912,30.0
212454914,30.0
212454915,30.0
212454916,30.0
212677118,30.0
212677119,30.0
212677121,30.0
212677123,30.0
212677124,30.0
212708554,30.0
212708555,30.0
212708556,30.0
212708557,30.0
212708558,30.0
212708559,30.0
212708560,30.0
212708561,30.0
212708562,30.0
212708563,30.0
212708564,30.0
212708565,30.0
212708566,30.0
212708567,30.0
212708568,30.0
212708570,30.0
212708571,30.0
212708572,30.0
212708573,30.0
212708574,30.0
212708575,30.0
212708576,30.0
212708577,30.0
212708578,30.0
212708579,30.0
215027563,24.0
215027569,24.0
215027574,24.0
215028206,32.0
215028209,20.0
215072994,30.0
215072995,30.0
215072996,30.0
215072997,30.0
215072998,30.0
215073000,30.0
215073001,30.0
215073002,30.0
215073003,30.0
215073004,30.0
215073005,30.0
215073007,30.0
215073008,30.0
215073009,30.0
215073010,30.0
215073012,30.0
215073013,30.0
215073014,30.0
215073015,30.0
215073016,30.0
215073017,30.0
215073018,30.0
215073019,30.0
215073020,30.0
215073021,30.0
215073022,30.0
215073023,30.0
215073026,30.0
215073027,20.0
215091137,30.0
215091138,30.0
215091140,30.0
215091141,25.0
215091888,25.0
215091889,30.0
215091890,30.0
215092217,30.0
215092656,30.0
215108199,30.0
215205717,30.0
215205718,30.0
215205719,30.0
215205720,30.0
215205721,30.0
215205722,30.0
215205724,30.0
215205725,30.0
215205727,30.0
215205728,30.0
215205729,30.0
215205730,30.0
215544046,30.0
215544047,30.0
215544050,30.0
215544051,30.0
215544053,30.0
215544054,30.0
215544056,30.0
215544058,30.0
215544059,30.0
215544061,30.0
215544062,30.0
215544063,30.0
215544065,30.0
215544067,30.0
215544068,30.0
215544070,30.0
215544071,30.0
215544072,30.0
215544073,30.0
215544075,30.0
215544076,30.0
215544078,30.0
215544079,30.0
215544081,30.0
215544083,30.0
215544084,30.0
215544085,30.0
215544089,30.0
215544091,30.0
215544092,30.0
215544094,30.0
215544095,30.0
215544097,30.0
215544100,30.0
215605368,30.0
215605370,30.0
215605371,30.0
215605372,30.0
215605373,30.0
215605375,30.0
215605377,30.0
215605378,30.0
215605380,30.0
215605382,30.0
215605384,30.0
215605386,30.0
215605389,30.0
215605391,30.0
215605392,25.0
215605396,30.0
215800067,30.0
215800071,30.0
215800073,30.0
215800077,30.0
215800082,30.0
215800085,30.0
215800088,30.0
215800094,30.0
215800097,30.0
215800101,30.0
215800105,30.0
215800110,20.0
215800115,30.0
215800120,20.0
215800125,30.0
215800129,30.0
216485420,30.0
216487963,30.0
216487964,30.0
216487966,30.0
216487967,30.0
216487968,30.0
216487969,30.0
216487970,30.0
216487971,30.0
216487972,30.0
216487973,30.0
216487974,30.0
216487975,30.0
216487976,30.0
216487977,30.0
216487978,30.0
216487979,30.0
216487980,30.0
216487981,30.0
216487982,30.0
216487983,30.0
216487984,30.0
216487985,30.0
216488887,30.0
216488888,30.0
216488889,30.0
216488890,30.0
216488891,30.0
216488892,30.0
216488893,30.0
216488894,30.0
216488895,30.0
216488896,30.0
216488898,30.0
216488899,30.0
216488900,30.0
216488901,30.0
216488902,30.0
216488903,30.0
216488904,30.0
216488905,30.0
216488906,30.0
216488908,30.0
216488909,30.0
216488910,30.0
216488911,30.0
216488912,30.0
216488913,30.0
216488914,30.0
216488915,30.0
216488916,30.0
216488917,30.0
216488918,20.0
216488919,30.0
216488920,20.0
216488921,30.0
216488922,30.0
216488923,30.0
216488924,30.0
216488925,30.0
216488926,30.0
216488927,30.0
216488928,30.0
216488929,30.0
216488930,30.0
216497161,30.0
216497162,30.0
216497163,30.0
216497164,25.0
216497165,30.0
216497166,30.0
216497167,30.0
216497168,30.0
216497169,30.0
216497170,30.0
216497171,30.0
216497172,40.0
216497173,30.0
216497174,25.0
216497175,30.0
216497176,30.0
216497177,30.0
216497179,30.0
216497180,30.0
216497181,30.0
216497182,30.0
216497183,30.0
216497184,30.0
216497185,30.0
216497186,30.0
216497188,30.0
216497190,30.0
216508432,30.0
216508433,30.0
216508434,30.0
216508435,30.0
216508436,30.0
216508437,30.0
216597740,30.0
216597741,30.0
216597742,30.0
216597743,30.0
216597744,30.0
216597745,20.0
216597746,30.0
216597747,30.0
216597748,30.0
216597749,30.0
216597750,30.0
216597751,30.0
219956984,60.0
219956985,60.0
220168724,30.0
220168725,30.0
220168726,25.0
220168728,30.0
220168729,30.0
220168730,30.0
220168731,30.0
220168732,30.0
220168733,30.0
220168734,30.0
220168735,30.0
220168736,30.0
220168737,25.0
220168738,25.0
220168739,30.0
220168740,30.0
220168741,30.0
220168742,30.0
220168743,30.0
220168744,30.0
220168745,30.0
220168748,30.0
220168749,30.0
220168750,30.0
220168751,30.0
220168752,30.0
220168753,30.0
220168754,30.0
220168755,30.0
220168757,30.0
220168758,25.0
220168759,30.0
220168760,30.0
220168761,30.0
220168762,30.0
220168763,30.0
220168764,30.0
220168765,30.0
220168766,30.0
220168768,30.0
220168769,30.0
220168770,30.0
220168771,30.0
220168773,30.0
220168775,30.0
220168776,30.0
220168777,30.0
220168778,30.0
220168779,30.0
220168780,30.0
220168781,30.0
220168782,30.0
220168784,30.0
220168785,30.0
220168786,30.0
220168788,30.0
220168789,30.0
220168790,30.0
220168791,30.0
220168792,30.0
220168793,30.0
220168794,30.0
220168795,30.0
220168796,30.0
220168797,30.0
220168798,30.0
220168799,30.0
220168800,30.0
220168801,30.0
220168802,30.0
220168804,30.0
220168805,30.0
220168806,30.0
220168807,30.0
220168810,30.0
220168811,30.0
220168812,30.0
220168814,30.0
220168815,30.0
220168816,30.0
220168817,30.0
220168819,30.0
220168820,30.0
220168821,30.0
220168822,25.0
220168823,30.0
220168824,30.0
220168825,30.0
220168826,30.0
220168827,30.0
220168828,30.0
220168829,30.0
220168831,30.0
220168832,30.0
220168833,30.0
220168835,30.0
220168836,30.0
220168837,30.0
220168838,30.0
220168839,30.0
220168840,30.0
220168842,30.0
220168843,30.0
220168844,30.0
221136255,30.0
221136256,30.0
221136257,30.0
221136258,30.0
221136259,30.0
221136260,25.0
221136261,24.0
221437407,50.0
221437408,50.0
221437411,50.0
221540602,30.0
221540621,30.0
221540626,30.0
221540629,30.0
221540643,25.0
221540644,30.0
221540647,30.0
221540655,30.0
223141386,50.0
223141387,45.0
223141390,50.0
223141392,50.0
223141394,45.0
223141395,30.0
223141396,50.0
223141397,50.0
224214302,30.0
224214304,30.0
224214306,30.0
224214309,20.0
224214310,30.0
224214312,20.0
224214314,30.0
224214315,30.0
224214318,30.0
224856550,30.0
224856552,30.0
224856553,30.0
224856554,30.0
224856556,30.0
224856558,50.0
224856559,50.0
224856560,30.0
224856563,30.0
224856564,30.0
224856565,30.0
224856566,30.0
224856567,30.0
224856568,30.0
224856569,30.0
224856570,30.0
224856572,30.0
224856573,30.0
224856574,30.0
224856575,30.0
224856576,30.0
224856577,30.0
224856578,30.0
224856579,30.0
224856580,30.0
224856581,30.0
224856583,30.0
224856584,50.0
224856585,30.0
224856586,30.0
224856587,30.0
224856588,30.0
224856589,30.0
224856590,30.0
224856591,30.0
224856592,30.0
224856593,30.0
224856594,30.0
224856595,30.0
224856596,30.0
224856597,30.0
224856598,30.0
224856599,30.0
224856600,30.0
224856601,30.0
224856602,30.0
224856603,30.0
224856604,30.0
224856605,30.0
224856606,30.0
224856607,30.0
224856608,30.0
224856609,30.0
224856610,30.0
224856612,30.0
224856613,30.0
224856614,30.0
224856621,30.0
224856623,30.0
224856625,30.0
224856626,30.0
224856627,30.0
224856628,30.0
224856630,30.0
224856631,30.0
224856633,40.0
224856634,30.0
224856635,30.0
224856636,30.0
224859341,50.0
224859342,50.0
224859343,50.0
224859344,50.0
224859346,50.0
224859348,50.0
224859349,50.0
224859350,50.0
224859351,50.0
224859352,50.0
224859353,50.0
224859354,50.0
224859355,50.0
224859357,50.0
224859358,50.0
224859359,50.0
225080290,30.0
225080291,30.0
225080292,30.0
225080293,20.0
225080294,30.0
225080295,30.0
225080296,30.0
225080297,30.0
225080298,30.0
225080299,30.0
225080300,30.0
225080301,30.0
225409361,30.0
225409362,30.0
225409363,30.0
225416825,30.0
225649488,30.0
225649489,30.0
225649490,30.0
225649491,30.0
225649492,30.0
225649493,30.0
225649494,30.0
225649495,30.0
225649497,30.0
225649498,30.0
225649499,30.0
225649500,30.0
225649501,30.0
225649502,30.0
225649503,30.0
225649504,30.0
225649505,30.0
225649506,30.0
225649507,30.0
225649508,30.0
225649509,30.0
225649510,30.0
225649511,30.0
225649512,30.0
225649513,30.0
225649514,30.0
225649515,30.0
225649516,30.0
225649517,30.0
225649518,30.0
225649519,30.0
225649520,30.0
225649521,30.0
225649522,30.0
225649523,30.0
225649524,30.0
225649525,30.0
225649526,30.0
225649527,30.0
225649528,30.0
225649529,30.0
225649530,30.0
225649531,30.0
225649532,30.0
225649533,30.0
225649534,30.0
225649535,20.0
225649536,30.0
225649537,30.0
225649538,30.0
225649539,30.0
225649540,30.0
225649541,30.0
225649542,30.0
225649543,30.0
225649544,30.0
225649546,30.0
225649547,30.0
225649548,30.0
225649549,20.0
225649550,30.0
225649551,30.0
225649552,30.0
225649553,30.0
225649554,30.0
225649555,30.0
225649556,30.0
225649557,30.0
225656736,30.0
225656738,30.0
225656739,30.0
225656740,30.0
225656741,30.0
225656742,30.0
225656743,30.0
225656744,30.0
225656745,30.0
225656746,30.0
225656747,30.0
225656748,30.0
225656749,30.0
225656750,30.0
225656751,30.0
225656752,30.0
225656753,30.0
225656754,30.0
225656755,30.0
225656756,30.0
225656758,30.0
225656759,30.0
225656760,30.0
225656761,30.0
225656762,30.0
225656763,30.0
225656764,30.0
225656765,30.0
225656766,30.0
225656767,30.0
225656768,30.0
225656769,30.0
225656770,30.0
225656771,30.0
225656772,30.0
225656773,30.0
225656774,30.0
225656776,30.0
225656777,30.0
225656778,30.0
225656779,30.0
225656780,30.0
225656782,30.0
225656783,30.0
225656784,30.0
225656785,30.0
225656786,30.0
225656787,30.0
225656788,30.0
225656789,30.0
225656790,30.0
225656791,30.0
225656792,30.0
225656793,30.0
225656794,30.0
225656795,30.0
225656796,30.0
225660293,30.0
225660295,30.0
225660296,30.0
225660297,30.0
225660298,30.0
225660299,30.0
225660300,30.0
225660301,30.0
225660302,30.0
225660303,30.0
225660304,30.0
225660305,30.0
225660306,30.0
225660307,30.0
225660308,30.0
225660309,30.0
225660310,30.0
225660311,30.0
225660312,30.0
225660313,30.0
225660314,30.0
225660315,30.0
225660316,30.0
225660317,30.0
225660318,30.0
225660319,30.0
225660320,30.0
225660322,30.0
225660323,30.0
225660325,30.0
225660326,30.0
225660328,30.0
225660330,30.0
225660331,30.0
225660333,30.0
225660334,30.0
225660336,30.0
225660339,30.0
225660340,30.0
